attack_id,card_id,card_name,move_name,energies,energy_cost_count,damage,damage_per_energy,text,csv_cost_text,csv_damage_text
1190,826,Weavile,Cut,DARKNESS;DARKNESS,2,60,30.0,,{D}{D},60
1191,827,Carvanha,Reckless Charge,DARKNESS,1,30,30.0,This Pokémon also does 10 damage to itself.,{D},30
1192,828,Mega Sharpedo ex,Greedy Fang,DARKNESS,1,70,70.0,Draw 2 cards.,{D},70
1193,828,Mega Sharpedo ex,Hungry Jaws,DARKNESS;DARKNESS,2,120,60.0,"If this Pokémon has any damage counters on it, this attack does 150 more damage.",{D}{D},120
1194,829,Seviper,Pitch-Black Fangs,DARKNESS;DARKNESS;DARKNESS,3,120,40.0,,{D}{D}{D},120
1195,830,Sandile,Ram,DARKNESS,1,10,10.0,,{D},10
1196,830,Sandile,Rear Kick,DARKNESS;COLORLESS,2,20,10.0,,{D}●,20
1197,831,Krokorok,Bite,DARKNESS,1,30,30.0,,{D},30
1198,831,Krokorok,Confront,DARKNESS;COLORLESS;COLORLESS,3,60,20.0,,{D}●●,60
1199,832,Krookodile,Vengeful Fang,DARKNESS,1,60,60.0,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 160 more damage.",{D},60
1200,832,Krookodile,Hammer In,DARKNESS;COLORLESS;COLORLESS;COLORLESS,4,160,40.0,,{D}●●●,160
1201,833,Toxel,Call for Family,DARKNESS,1,0,0.0,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",{D},n/a
1202,833,Toxel,Playful Kick,DARKNESS;COLORLESS,2,20,10.0,,{D}●,20
1203,834,Toxtricity,Gentle Slap,DARKNESS;DARKNESS;COLORLESS,3,100,33.33,,{D}{D}●,100
1204,835,Empoleon ex,Iron Feathers,METAL;METAL;COLORLESS,3,210,70.0,"During your opponent’s next turn, this Pokémon takes 60 less damage from attacks (after applying Weakness and Resistance).",{M}{M}●,210
1205,836,Bronzor,Iron Defense,COLORLESS,1,0,0.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage done to this Pokémon by attacks.",●,n/a
1206,836,Bronzor,Rollout,COLORLESS;COLORLESS;COLORLESS,3,30,10.0,,●●●,30
1207,837,Bronzong,Triple Draw,COLORLESS,1,0,0.0,Draw 3 cards.,●,n/a
1208,837,Bronzong,Tool Drop,COLORLESS;COLORLESS;COLORLESS,3,0,0.0,This attack does 40 damage for each Pokémon Tool attached to all Pokémon.,●●●,40×
1209,838,Togedemaru,Find a Friend,COLORLESS,1,0,0.0,"Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.",●,n/a
1210,838,Togedemaru,Gnaw,METAL,1,30,30.0,,{M},30
1211,839,Duraludon,Hyper Beam,METAL;METAL;METAL,3,70,23.33,Discard an Energy from your opponent’s Active Pokémon.,{M}{M}{M},70
1212,840,Archaludon,Coated Attack,METAL;METAL;METAL,3,120,40.0,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon.",{M}{M}{M},120
1213,841,Jigglypuff,Ball Roll,COLORLESS,1,0,0.0,Flip a coin until you get tails. This attack does 20 damage for each heads.,●,20×
1214,842,Wigglytuff,Round,COLORLESS;COLORLESS,2,0,0.0,This attack does 40 damage for each of your Pokémon in play that has the Round attack.,●●,40×
1215,842,Wigglytuff,Seismic Toss,COLORLESS;COLORLESS;COLORLESS,3,100,33.33,,●●●,100
1216,843,Aipom,Astonish,COLORLESS;COLORLESS,2,20,10.0,"Choose a random card from your opponent’s hand, and your opponent reveals that card and shuffles it into their deck.",●●,20
1217,844,Ambipom,Slap,COLORLESS;COLORLESS,2,50,25.0,,●●,50
1218,844,Ambipom,Dual Tail,COLORLESS;COLORLESS;COLORLESS,3,0,0.0,"Discard 2 Energy from this Pokémon, and this attack does 60 damage to each of 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)",●●●,n/a
1219,845,Smeargle,Energizing Sketch,COLORLESS,1,0,0.0,Flip 3 coins. Attach an amount of Basic Energy up to the number of heads from your discard pile to your Benched Pokémon in any way you like.,●,n/a
1220,845,Smeargle,Hook,COLORLESS;COLORLESS,2,40,20.0,,●●,40
1221,846,Zigzagoon,Surprise Attack,COLORLESS,1,30,30.0,"Flip a coin. If tails, this attack does nothing.",●,30
1222,847,Linoone,Slash,COLORLESS,1,70,70.0,,●,70
1223,848,Buneary,Run Around,COLORLESS,1,0,0.0,Switch this Pokémon with 1 of your Benched Pokémon.,●,n/a
1224,848,Buneary,Kick,COLORLESS;COLORLESS,2,20,10.0,,●●,20
1225,849,Mega Lopunny ex,Gale Thrust,COLORLESS,1,60,60.0,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 170 more damage.",●,60
1226,849,Mega Lopunny ex,Spiky Hopper,COLORLESS;COLORLESS,2,160,80.0,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,●●,160
1227,850,Wurmple,Bug Bite,GRASS,1,20,20.0,,{G},20
1228,851,Silcoon,Tackle,GRASS,1,30,30.0,,{G},30
1229,852,Beautifly,Stun Spore,GRASS,1,40,40.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",{G},40
1230,852,Beautifly,Energy Straw,GRASS,1,0,0.0,"Your opponent reveals their hand, and this attack does 80 damage for each Energy card you find there.",{G},80×
1231,853,Cascoon,Trading Places,GRASS,1,0,0.0,Switch this Pokémon with 1 of your Benched Pokémon.,{G},n/a
1232,854,Dustox,Twilight Poison,GRASS;GRASS,2,100,50.0,Your opponent’s Active Pokémon is now Asleep and Poisoned.,{G}{G},100
1233,855,Entei,Flare Fall,FIRE;FIRE,2,30,15.0,"If you have at least 4 {R} Energy in play, this attack does 90 more damage.",{R}{R},30
1234,856,Numel,Combustion,FIRE;COLORLESS,2,20,10.0,,{R}●,20
1235,857,Camerupt,Roasting Burn,FIRE,1,110,110.0,"If your opponent’s Active Pokémon isn’t Burned, this attack does nothing.",{R},110
1236,857,Camerupt,Power Stomp,FIRE;COLORLESS;COLORLESS;COLORLESS,4,170,42.5,Discard 2 Energy from this Pokémon.,{R}●●●,170
1237,858,Psyduck,Ram,COLORLESS;COLORLESS,2,20,10.0,,●●,20
1238,859,Golduck,Hydro Pump,COLORLESS;COLORLESS;COLORLESS,3,60,20.0,This attack does 20 more damage for each {W} Energy attached to this Pokémon.,●●●,60
1239,860,Snorunt,Chilly,WATER,1,10,10.0,,{W},10
1240,861,Mega Froslass ex,Resentful Refrain,WATER,1,0,0.0,This attack does 50 damage for each card in your opponent’s hand.,{W},50×
1241,861,Mega Froslass ex,Absolute Snow,WATER;COLORLESS;COLORLESS,3,150,50.0,Your opponent’s Active Pokémon is now Asleep.,{W}●●,150
1242,862,N's Vanillite,Call for Family,COLORLESS,1,0,0.0,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",●,n/a
1243,862,N's Vanillite,Icy Snow,WATER;COLORLESS,2,20,10.0,,{W}●,20
1244,863,N's Vanillish,Flop,COLORLESS,1,20,20.0,,●,20
1245,863,N's Vanillish,Sheer Cold,WATER;COLORLESS;COLORLESS,3,60,20.0,"During your opponent’s next turn, the Defending Pokémon can’t use attacks.",{W}●●,60
1246,864,N's Vanilluxe,Snow Coating,COLORLESS;COLORLESS,2,0,0.0,Double the number of damage counters on each of your opponent’s Pokémon.,●●,n/a
1247,864,N's Vanilluxe,Blizzard,WATER;COLORLESS;COLORLESS,3,120,40.0,This attack also does 10 damage to each of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{W}●●,120
1248,865,Snom,Icicle,WATER,1,20,20.0,,{W},20
1249,866,Frosmoth,Cold Cyclone,WATER;WATER,2,90,45.0,Move a {W} Energy from this Pokémon to 1 of your Benched Pokémon.,{W}{W},90
1250,867,Glastrier,Ice Shot,WATER,1,20,20.0,This attack also does 20 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{W},20
1251,867,Glastrier,Frosty Typhoon,WATER;WATER;WATER,3,130,43.33,"During your next turn, this Pokémon can’t use Frosty Typhoon.",{W}{W}{W},130
1252,868,Mega Eelektross ex,Split Bomb,LIGHTNING;LIGHTNING,2,0,0.0,This attack does 60 damage to each of 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{L}{L},n/a
1253,868,Mega Eelektross ex,Disaster Shock,LIGHTNING;LIGHTNING;LIGHTNING,3,190,63.33,You may discard 2 {L} Energy from this Pokémon and make your opponent’s Active Pokémon Paralyzed.,{L}{L}{L},190
1254,869,Stunfisk,Pouncing Trap,LIGHTNING,1,30,30.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat. During your next turn, the Defending Pokémon takes 100 more damage from attacks (after applying Weakness and Resistance).",{L},30
1255,870,Helioptile,Zap Kick,LIGHTNING;COLORLESS,2,30,15.0,,{L}●,30
1256,871,Heliolisk,Powerful Bolt,LIGHTNING;COLORLESS;COLORLESS,3,0,0.0,Flip a coin for each Energy attached to this Pokémon. This attack does 70 damage for each heads.,{L}●●,70×
1257,872,Tapu Koko,Fast Flight,LIGHTNING,1,0,0.0,"If you go first, you can use this attack during your first turn. Discard your hand and draw 5 cards.",{L},n/a
1258,872,Tapu Koko,Thunder Blast,LIGHTNING;LIGHTNING;COLORLESS,3,130,43.33,Discard 2 Energy from this Pokémon.,{L}{L}●,130
1259,873,Team Rocket's Exeggcute,Focused Wish,PSYCHIC,1,10,10.0,"Flip a coin. If heads, this attack does 20 more damage.",{P},10
1260,874,Team Rocket's Exeggutor,Tri Kinesis,COLORLESS;COLORLESS,2,0,0.0,"Flip 3 coins. If all of them are heads, Knock Out 1 of your opponent’s Pokémon.",●●,n/a
1261,874,Team Rocket's Exeggutor,Double-Edge,PSYCHIC;COLORLESS;COLORLESS,3,150,50.0,This Pokémon also does 30 damage to itself.,{P}●●,150
1262,875,Misdreavus,Ascension,PSYCHIC,1,0,0.0,"Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",{P},n/a
1263,876,Mismagius,Assassin’s Magic,PSYCHIC;COLORLESS,2,60,30.0,"If your opponent’s Active Pokémon is affected by a Special Condition, place 6 damage counters on 1 of your opponent’s Benched Pokémon.",{P}●,60
1264,877,Rotom,Roto Call,COLORLESS,1,0,0.0,"You may search your deck for any number of Pokémon that have “Rotom” in their name and put them onto your Bench. Then, shuffle your deck.",●,n/a
1265,877,Rotom,Gadget Show,COLORLESS;COLORLESS,2,0,0.0,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.,●●,30×
1266,878,Hop's Phantump,Splashing Dodge,COLORLESS,1,10,10.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",●,10
1267,879,Hop's Trevenant,Horrifying Revenge,COLORLESS,1,30,30.0,"If any of your Hop’s Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 100 more damage.",●,30
1268,879,Hop's Trevenant,Corner,PSYCHIC;COLORLESS;COLORLESS,3,90,30.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{P}●●,90
1269,880,Spectrier,Spooky Shot,PSYCHIC,1,30,30.0,,{P},30
1270,880,Spectrier,Phantasmal Barrage,PSYCHIC;PSYCHIC;COLORLESS,3,0,0.0,Discard all Energy from this Pokémon and place 12 damage counters on 1 of your opponent’s Pokémon.,{P}{P}●,n/a
1271,881,Team Rocket's Diglett,Relentless Burrowing,FIGHTING,1,0,0.0,"Flip a coin until you get tails. For each heads, discard the top card of your opponent’s deck.",{F},n/a
1272,882,Team Rocket's Dugtrio,Mud Shot,FIGHTING;COLORLESS,2,50,25.0,,{F}●,50
1273,883,Meditite,Collect,COLORLESS,1,0,0.0,Draw a card.,●,n/a
1274,883,Meditite,Gentle Slap,FIGHTING,1,10,10.0,,{F},10
1275,884,Medicham,Seventh Kick,FIGHTING,1,150,150.0,"If you don’t have exactly 7 cards in your hand, this attack does nothing.",{F},150
1276,885,Pancham,Reckless Charge,COLORLESS,1,20,20.0,This Pokémon also does 10 damage to itself.,●,20
1277,886,Mega Hawlucha ex,Somersault Dive,FIGHTING;FIGHTING;COLORLESS,3,120,40.0,"If a Stadium is in play, this attack does 140 more damage. Then, discard that Stadium.",{F}{F}●,120
1278,887,Rolycoly,Mud-Slap,FIGHTING,1,20,20.0,,{F},20
1279,888,Carkol,Guard Press,FIGHTING,1,20,20.0,"During your opponent’s next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance).",{F},20
1280,888,Carkol,Power Gem,FIGHTING;COLORLESS;COLORLESS,3,60,20.0,,{F}●●,60
1281,889,Coalossal,Tar Cannon,FIGHTING,1,0,0.0,"This attack does 140 damage to 1 of your opponent’s Pokémon. If you don’t have 10 or more Basic {F} Energy cards in your discard pile, this attack does nothing. (Don’t apply Weakness and Resistance for Benched Pokémon.)",{F},n/a
1282,889,Coalossal,Bulky Bump,FIGHTING;COLORLESS;COLORLESS;COLORLESS,4,220,55.0,Discard 3 Energy from this Pokémon.,{F}●●●,220
1283,890,Okidogi,Light Punch,FIGHTING,1,20,20.0,,{F},20
1284,890,Okidogi,Settle the Score,FIGHTING;FIGHTING;COLORLESS,3,80,26.67,This attack does 60 more damage for each Prize card your opponent took during their last turn.,{F}{F}●,80
1285,891,Team Rocket's Honchkrow,Rocket Feathers,COLORLESS;COLORLESS,2,0,0.0,"You may discard any number of Supporter cards that have “Team Rocket” in their name from your hand, and this attack does 60 damage for each card you discarded in this way.",●●,60×
1286,891,Team Rocket's Honchkrow,Hammer In,DARKNESS;COLORLESS;COLORLESS,3,100,33.33,,{D}●●,100
1287,892,Galarian Zigzagoon,Gnaw,DARKNESS,1,10,10.0,,{D},10
1288,893,Galarian Linoone,Gnaw,DARKNESS,1,20,20.0,,{D},20
1289,893,Galarian Linoone,Claw Slash,DARKNESS;COLORLESS,2,50,25.0,,{D}●,50
1290,894,Galarian Obstagoon,Scarring Shout,DARKNESS;COLORLESS,2,0,0.0,This attack does 70 damage for each damage counter on your opponent’s Active Pokémon.,{D}●,70×
1291,894,Galarian Obstagoon,Punk Smash,DARKNESS;COLORLESS;COLORLESS,3,160,53.33,Discard an Energy from this Pokémon.,{D}●●,160
1292,895,Scraggy,Knock Off,DARKNESS;COLORLESS,2,20,10.0,Discard a random card from your opponent’s hand.,{D}●,20
1293,896,Mega Scrafty ex,Outlaw Leg,DARKNESS;DARKNESS;COLORLESS,3,160,53.33,Discard a random card from your opponent’s hand. Discard the top card of your opponent’s deck.,{D}{D}●,160
1294,897,Pangoro,Corkscrew Punch,DARKNESS,1,40,40.0,,{D},40
1295,897,Pangoro,Master’s Punch,DARKNESS;DARKNESS;COLORLESS,3,80,26.67,"If any of your Benched Pancham have any damage counters on them, this attack does 120 more damage.",{D}{D}●,80
1296,898,Pecharunt,Mochi Rush,DARKNESS,1,20,20.0,"During your next turn, this Pokémon’s Mochi Rush attack does 50 more damage (before applying Weakness and Resistance).",{D},20
1297,899,Pawniard,Push Down,METAL,1,10,10.0,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),{M},10
1298,900,Bisharp,Rapid Draw,METAL,1,50,50.0,Draw 2 cards.,{M},50
1299,901,Kingambit,Double-Edged Slash,METAL;METAL,2,180,90.0,This Pokémon also does 50 damage to itself.,{M}{M},180
1300,902,Dratini,Headbutt,WATER;LIGHTNING,2,30,15.0,,{W}{L},30
1301,903,Dragonair,Tail Snap,WATER;LIGHTNING,2,60,30.0,,{W}{L},60
1302,904,Mega Dragonite ex,Ryuno Glide,WATER;LIGHTNING;LIGHTNING,3,330,110.0,Discard 2 Energy from this Pokémon.,{W}{L}{L},330
1303,905,Rayquaza,Breakthrough Assault,LIGHTNING;COLORLESS,2,20,10.0,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 90 more damage.",{L}●,20
1304,905,Rayquaza,Dragon Claw,FIRE;LIGHTNING;COLORLESS,3,130,43.33,,{R}{L}●,130
1305,906,N's Zekrom,Shred,COLORLESS;COLORLESS;COLORLESS,3,70,23.33,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,●●●,70
1306,906,N's Zekrom,Rampaging Thunder,FIRE;LIGHTNING;LIGHTNING;COLORLESS,4,250,62.5,"During your next turn, this Pokémon can’t use attacks.",{R}{L}{L}●,250
1307,907,Noibat,Knickknack Carrying,COLORLESS,1,0,0.0,"Search your deck for a Pokémon Tool card, reveal it, and put it into your hand. Then, shuffle your deck.",●,n/a
1308,907,Noibat,Bite,PSYCHIC;DARKNESS,2,30,15.0,,{P}{D},30
1309,908,Noivern,Agility,COLORLESS;COLORLESS,2,40,20.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",●●,40
1310,908,Noivern,Enhanced Blade,PSYCHIC;DARKNESS,2,70,35.0,"If this Pokémon has a Pokémon Tool attached, this attack does 70 more damage.",{P}{D},70
1311,909,Erika's Oddish,Reckless Charge,GRASS,1,30,30.0,This Pokémon also does 10 damage to itself.,{G},30
1312,910,Erika's Gloom,Poison Spray,GRASS;COLORLESS,2,50,25.0,Your opponent’s Active Pokémon is now Poisoned.,{G}●,50
1313,911,Erika's Vileplume ex,Bloom Powder,GRASS;GRASS;COLORLESS,3,160,53.33,Your opponent’s Active Pokémon is now Asleep and Poisoned.,{G}{G}●,160
1314,912,Erika's Bellsprout,Vine Slap,GRASS,1,20,20.0,,{G},20
1315,913,Erika's Weepinbell,Melt,GRASS,1,30,30.0,,{G},30
1316,913,Erika's Weepinbell,Leafy Cyclone,GRASS;COLORLESS,2,70,35.0,"During your next turn, this Pokémon can’t use attacks.",{G}●,70
1317,914,Erika's Victreebel,Flower Garden Rondo,GRASS;COLORLESS,2,0,0.0,This attack does 40 damage for each of your Erika’s Pokémon in play.,{G}●,40×
1318,914,Erika's Victreebel,Solar Beam,GRASS;GRASS;COLORLESS,3,130,43.33,,{G}{G}●,130
1319,915,Erika's Tangela,Bind,GRASS;COLORLESS,2,50,25.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",{G}●,50
1320,916,Scyther,Cut Up,COLORLESS,1,10,10.0,,●,10
1321,916,Scyther,Slashing Strike,COLORLESS;COLORLESS,2,60,30.0,"During your next turn, this Pokémon can’t use Slashing Strike.",●●,60
1322,917,Chikorita,Growl,COLORLESS,1,0,0.0,"During your opponent’s next turn, attacks used by the Defending Pokémon do 20 less damage (before applying Weakness and Resistance).",●,n/a
1323,917,Chikorita,Seed Bomb,GRASS;GRASS,2,30,15.0,,{G}{G},30
1324,918,Bayleef,Leaf Step,GRASS;GRASS,2,60,30.0,,{G}{G},60
1325,919,Mega Meganium ex,Giant Bouquet,COLORLESS;COLORLESS;COLORLESS,3,70,23.33,This attack does 50 more damage for each {G} Energy attached to this Pokémon.,●●●,70
1326,920,Tapu Bulu,Wood Hammer,GRASS;GRASS;COLORLESS;COLORLESS,4,220,55.0,This Pokémon also does 30 damage to itself.,{G}{G}●●,220
1327,921,Dipplin,Coated Attack,GRASS,1,20,20.0,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon.",{G},20
1328,922,Sprigatito,Tons of Treading,COLORLESS,1,0,0.0,Flip 3 coins. This attack does 10 damage for each heads.,●,10×
1329,923,Floragato,Magical Leaf,COLORLESS;COLORLESS,2,30,15.0,"Flip a coin. If heads, this attack does 30 more damage, and heal 30 damage from this Pokémon.",●●,30
1330,924,Meowscarada,Rising Bloom,COLORLESS;COLORLESS,2,90,45.0,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 90 more damage.",●●,90
1331,925,Capsakid,Headbutt Bounce,COLORLESS;COLORLESS,2,20,10.0,,●●,20
1332,926,Charmander,Fire Claws,FIRE;COLORLESS,2,30,15.0,,{R}●,30
1333,927,Charmeleon,Heat Blast,FIRE;COLORLESS,2,50,25.0,,{R}●,50
1334,928,Mega Charizard Y ex,Explosion Y,FIRE;FIRE;COLORLESS,3,0,0.0,"Discard 3 Energy from this Pokémon, and this attack does 280 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)",{R}{R}●,n/a
1335,929,Magmar,Searing Flame,FIRE;COLORLESS,2,30,15.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Burned.",{R}●,30
1336,930,Tepig,Steady Firebreathing,FIRE,1,20,20.0,,{R},20
1337,931,Pignite,Super Singe,FIRE;FIRE;COLORLESS,3,70,23.33,Your opponent’s Active Pokémon is now Burned.,{R}{R}●,70
1338,932,Mega Emboar ex,Crimson Blast,FIRE;FIRE;COLORLESS,3,320,106.67,This Pokémon also does 60 damage to itself.,{R}{R}●,320
1339,933,Larvesta,Ram,COLORLESS,1,10,10.0,,●,10
1340,933,Larvesta,Steady Firebreathing,FIRE;COLORLESS,2,20,10.0,,{R}●,20
1341,934,Centiskorch,Billowing Heat Wave,FIRE,1,130,130.0,This attack also does 30 damage to each of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{R},130
1342,934,Centiskorch,Heat Blast,COLORLESS;COLORLESS;COLORLESS,3,80,26.67,,●●●,80
1343,935,Fuecoco,Heat Burn,FIRE;COLORLESS,2,20,10.0,Your opponent’s Active Pokémon is now Burned.,{R}●,20
1344,936,Crocalor,Heat Breath,FIRE;COLORLESS,2,30,15.0,"Flip a coin. If heads, this attack does 50 more damage.",{R}●,30
1345,937,Totodile,Slight Intrusion,WATER;WATER,2,40,20.0,This Pokémon also does 10 damage to itself.,{W}{W},40
1346,938,Croconaw,Crunch,WATER;WATER,2,50,25.0,"Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon.",{W}{W},50
1347,939,Mega Feraligatr ex,Mortal Crunch,WATER;WATER;COLORLESS,3,200,66.67,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 200 more damage.",{W}{W}●,200
1348,940,Glalie,Damage Beat,WATER,1,0,0.0,This attack does 20 damage for each damage counter on your opponent’s Active Pokémon.,{W},20×
1349,940,Glalie,Crazy Headbutt,WATER;COLORLESS;COLORLESS,3,140,46.67,Discard an Energy from this Pokémon.,{W}●●,140
1350,941,Spheal,Powder Snow,WATER,1,10,10.0,Your opponent’s Active Pokémon is now Asleep.,{W},10
1351,942,Sealeo,Lunge Out,WATER,1,30,30.0,,{W},30
1352,942,Sealeo,Ice Ball,WATER;WATER,2,60,30.0,,{W}{W},60
1353,943,Walrein,Frigid Fangs,WATER,1,60,60.0,"During your opponent’s next turn, Pokémon that have 2 or less Energy attached can’t use attacks. (This includes new Pokémon that come into play.)",{W},60
1354,943,Walrein,Megaton Fall,WATER;WATER,2,170,85.0,This Pokémon also does 50 damage to itself.,{W}{W},170
1355,944,Regice ex,Regi Charge,COLORLESS,1,0,0.0,Attach up to 2 Basic {W} Energy cards from your discard pile to this Pokémon.,●,n/a
1356,944,Regice ex,Ice Prison,WATER;COLORLESS;COLORLESS;COLORLESS,4,140,35.0,"Discard 2 Energy from this Pokémon, and your opponent’s Active Pokémon is now Paralyzed.",{W}●●●,140
1357,945,Froakie,Rain Splash,WATER;COLORLESS,2,20,10.0,,{W}●,20
1358,946,Cramorant,Water Gun,WATER,1,20,20.0,,{W},20
1359,946,Cramorant,Spit Shot,COLORLESS;COLORLESS;COLORLESS,3,0,0.0,"Discard all Energy from this Pokémon, and this attack does 120 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)",●●●,n/a
1360,947,Quaxly,Aerial Ace,WATER,1,10,10.0,"Flip a coin. If heads, this attack does 20 more damage.",{W},10
1361,948,Pikachu,Tail Smack,LIGHTNING,1,10,10.0,,{L},10
1362,948,Pikachu,Tiny Bolt,LIGHTNING;COLORLESS,2,30,15.0,,{L}●,30
1363,949,Raichu,Quick Blow,LIGHTNING,1,20,20.0,"Flip a coin. If heads, this attack does 50 more damage.",{L},20
1364,949,Raichu,Strong Volt,LIGHTNING;LIGHTNING;COLORLESS,3,150,50.0,Discard a {L} Energy from this Pokémon.,{L}{L}●,150
1365,950,Magnemite,Lightning Ball,LIGHTNING,1,20,20.0,,{L},20
1366,951,Voltorb ex,Hundred-Hitting Ball,COLORLESS;COLORLESS;COLORLESS,3,100,33.33,Flip a coin until you get tails. This attack does 100 more damage for each heads.,●●●,100
1367,952,Zapdos,Follow-Up Bolt,LIGHTNING;COLORLESS,2,20,10.0,This attack does 10 more damage for each damage counter on your opponent’s Active Pokémon.,{L}●,20
1368,952,Zapdos,Drill Peck,LIGHTNING;COLORLESS;COLORLESS,3,80,26.67,,{L}●●,80
1369,953,Zapdos,Thunder Wave,LIGHTNING,1,0,0.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",{L},n/a
1370,953,Zapdos,Thunderbolt,LIGHTNING;LIGHTNING;COLORLESS,3,190,63.33,Discard all Energy from this Pokémon.,{L}{L}●,190
1371,954,Luxray ex,Piercing Gaze,COLORLESS;COLORLESS,2,120,60.0,"Your opponent reveals their hand, and you discard a card you find there.",●●,120
1372,954,Luxray ex,Volt Strike,LIGHTNING;LIGHTNING,2,250,125.0,Discard all Energy from this Pokémon.,{L}{L},250
1373,955,Helioptile,Collect,COLORLESS,1,0,0.0,Draw a card.,●,n/a
1374,955,Helioptile,Static Shock,LIGHTNING,1,10,10.0,,{L},10
1375,956,Zeraora,Combat Thunder,LIGHTNING;COLORLESS,2,20,10.0,This attack does 20 more damage for each of your opponent’s Benched Pokémon.,{L}●,20
1376,957,Miraidon ex,Slashing Claw,LIGHTNING,1,40,40.0,,{L},40
1377,957,Miraidon ex,Hadron Spark,LIGHTNING;LIGHTNING;COLORLESS,3,120,40.0,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 120 more damage.",{L}{L}●,120
1378,958,Clefable,Metronome,COLORLESS;COLORLESS,2,0,0.0,Choose 1 of your opponent’s Active Pokémon’s attacks and use it as this attack.,●●,n/a
1379,958,Clefable,Magical Shot,PSYCHIC;COLORLESS;COLORLESS,3,100,33.33,,{P}●●,100
1380,959,Togepi,Pound,COLORLESS;COLORLESS,2,30,15.0,,●●,30
1381,960,Togetic,Draining Kiss,COLORLESS;COLORLESS,2,30,15.0,Heal 30 damage from this Pokémon.,●●,30
1382,961,Marill,Hide,COLORLESS,1,0,0.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",●,n/a
1383,961,Marill,Flop,PSYCHIC;COLORLESS,2,20,10.0,,{P}●,20
1384,962,Azumarill ex,Energized Balloon,COLORLESS;COLORLESS;COLORLESS,3,60,20.0,This attack does 40 more damage for each {P} Energy attached to this Pokémon.,●●●,60
1385,963,Shuppet,Spooky Shot,PSYCHIC,1,20,20.0,,{P},20
1386,964,Beheeyem,Cosmic Beatdown,PSYCHIC,1,0,0.0,This attack does 20 damage for each of your Pokémon in play.,{P},20×
1387,965,Swirlix,Ram,PSYCHIC,1,20,20.0,,{P},20
1388,966,Slurpuff,Tackle,PSYCHIC,1,40,40.0,,{P},40
1389,966,Slurpuff,Magical Shot,PSYCHIC;COLORLESS,2,70,35.0,,{P}●,70
1390,967,Fidough,Pleasant Aroma,COLORLESS,1,0,0.0,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.",●,n/a
1391,967,Fidough,Stampede,COLORLESS,1,10,10.0,,●,10
1392,968,Dachsbun ex,Wonder Shine,COLORLESS;COLORLESS,2,130,65.0,Your opponent’s Active Pokémon is now Confused.,●●,130
1393,969,Scream Tail ex,Scream,COLORLESS,1,0,0.0,"You can use this attack only if you go second, and only during your first turn. Your opponent can’t play any Supporter cards from their hand during their next turn.",●,n/a
