Card ID,EN Name,EN Expansion,EN Collection No.,JP Name,JP Expansion,JP Collection No.,Category,HP,Type
986,Brute Bonnet,TWM,118,アラブルタケ,MC,487/742,Ancient,120,{D}
987,Mawile,ASC,144,クチート,MC,495/742,n/a,90,{M}
988,Registeel ex,ASC,145,レジスチルex,MC,499/742,n/a,230,{M}
989,Bronzor,SSP,126,ドーミラー,MC,500/742,n/a,60,{M}
990,Togedemaru ex,ASC,149,トゲデマルex,MC,514/742,n/a,190,{M}
991,Melmetal,TEF,117,メルメタル,MC,518/742,n/a,160,{M}
992,Duraludon,,129,ジュラルドン,MC,523/742,n/a,130,{M}
993,Orthworm ex,SCR,110,ミミズズex,MC,533/742,n/a,220,{M}
994,Fraxure,SFA,45,オノンド,MC,542/742,n/a,100,{N}
995,Haxorus,SFA,46,オノノクス,MC,543/742,n/a,170,{N}
996,Larry's Dunsparce,ASC,163,アオキのノコッチ,MC,576/742,Trainer's Pokémon(Larry),70,{C}
997,Larry's Dudunsparce ex,ASC,164,アオキのノココッチex,MC,577/742,Trainer's Pokémon(Larry),270,{C}
998,Slakoth,,145,ナマケロ,MC,581/742,n/a,60,{C}
999,Vigoroth,,146,ヤルキモノ,MC,582/742,n/a,90,{C}
1000,Skitty,ASC,165,エネコ,MC,585/742,n/a,60,{C}
1001,Delcatty,ASC,166,エネコロロ,MC,586/742,n/a,100,{C}
1002,Zangoose ex,ASC,167,ザングースex,MC,588/742,n/a,200,{C}
1003,Larry's Starly,ASC,168,アオキのムックル,MC,590/742,Trainer's Pokémon(Larry),60,{C}
1004,Larry's Staravia,ASC,169,アオキのムクバード,MC,591/742,Trainer's Pokémon(Larry),90,{C}
1005,Larry's Staraptor,ASC,170,アオキのムクホーク,MC,592/742,Trainer's Pokémon(Larry),150,{C}
1006,Mega Audino ex,ASC,172,メガタブンネex,MC,602/742,n/a,270,{C}
1007,Larry's Rufflet,ASC,173,アオキのワシボン,MC,608/742,Trainer's Pokémon(Larry),70,{C}
1008,Larry's Braviary,ASC,174,アオキのウォーグル,MC,609/742,Trainer's Pokémon(Larry),130,{C}
1009,Larry's Komala,ASC,175,アオキのネッコアラ,MC,619/742,Trainer's Pokémon(Larry),90,{C}
1010,Drampa,ASC,176,ジジーロン,MC,621/742,n/a,130,{C}
1011,Spinarak,POR,1,イトマル,M3,001/080,n/a,60,{G}
1012,Ariados,POR,2,アリアドス,M3,002/080,n/a,110,{G}
1013,Shaymin,POR,3,シェイミ,M3,003/080,n/a,70,{G}
1014,Snivy,POR,4,ツタージャ,M3,004/080,n/a,70,{G}
1015,Servine,POR,5,ジャノビー,M3,005/080,n/a,100,{G}
1016,Serperior,POR,6,ジャローダ,M3,006/080,n/a,160,{G}
1017,Scatterbug,POR,7,コフキムシ,M3,007/080,n/a,40,{G}
1018,Spewpa,POR,8,コフーライ,M3,008/080,n/a,80,{G}
1019,Vivillon,POR,9,ビビヨン,M3,009/080,n/a,120,{G}
1020,Rowlet,POR,10,モクロー,M3,010/080,n/a,80,{G}
1021,Dartrix,POR,11,フクスロー,M3,011/080,n/a,100,{G}
1022,Decidueye ex,POR,12,ジュナイパーex,M3,012/080,n/a,320,{G}
1023,Fletchinder,POR,13,ヒノヤコマ,M3,013/080,n/a,90,{R}
1024,Talonflame,POR,14,ファイアロー,M3,014/080,n/a,150,{R}
1025,Salandit,POR,15,ヤトウモリ,M3,015/080,n/a,70,{R}
1026,Salazzle ex,POR,16,エンニュートex,M3,016/080,n/a,260,{R}
1027,Turtonator,POR,17,バクガメス,M3,017/080,n/a,120,{R}
1028,Seel,POR,18,パウワウ,M3,018/080,n/a,80,{W}
1029,Dewgong,POR,19,ジュゴン,M3,019/080,n/a,130,{W}
1030,Staryu,POR,20,ヒトデマン,M3,020/080,n/a,70,{W}
1031,Mega Starmie ex,POR,21,メガスターミーex,M3,021/080,n/a,330,{W}
1032,Amaura,POR,23,アマルス,M3,022/080,n/a,100,{W}
1033,Aurorus,POR,24,アマルルガ,M3,023/080,n/a,170,{W}
1034,Volcanion,POR,25,ボルケニオン,M3,024/080,n/a,130,{W}
1035,Shinx,POR,26,コリンク,M3,025/080,n/a,70,{L}
1036,Luxio,POR,27,ルクシオ,M3,026/080,n/a,90,{L}
1037,Luxray,POR,28,レントラー,M3,027/080,n/a,150,{L}
1038,Dedenne,POR,29,デデンネ,M3,028/080,n/a,70,{L}
1039,Clefairy,POR,30,ピッピ,M3,029/080,n/a,70,{P}
1040,Mega Clefable ex,POR,31,メガピクシーex,M3,030/080,n/a,320,{P}
1041,Mawile,POR,32,クチート,M3,031/080,n/a,110,{P}
1042,Espurr,POR,33,ニャスパー,M3,032/080,n/a,60,{P}
1043,Meowstic,POR,34,ニャオニクス,M3,033/080,n/a,100,{P}
1044,Spritzee,POR,35,シュシュプ,M3,034/080,n/a,70,{P}
1045,Aromatisse,POR,36,フレフワン,M3,035/080,n/a,120,{P}
1046,Nosepass,POR,37,ノズパス,M3,036/080,n/a,90,{F}
1047,Probopass,POR,38,ダイノーズ,M3,037/080,n/a,140,{F}
1048,Hippopotas,POR,39,ヒポポタス,M3,038/080,n/a,100,{F}
1049,Hippowdon,POR,40,カバルドン,M3,039/080,n/a,150,{F}
1050,Landorus,POR,41,ランドロス,M3,040/080,n/a,120,{F}
1051,Binacle,POR,42,カメテテ,M3,041/080,n/a,80,{F}
1052,Barbaracle,POR,43,ガメノデス,M3,042/080,n/a,130,{F}
1053,Tyrunt,POR,44,チゴラス,M3,043/080,n/a,100,{F}
1054,Tyrantrum,POR,45,ガチゴラス,M3,044/080,n/a,180,{F}
1055,Hawlucha,POR,46,ルチャブル,M3,045/080,n/a,70,{F}
1056,Mega Zygarde ex,POR,47,メガジガルデex,M3,046/080,n/a,310,{F}
1057,Gastly,POR,48,ゴース,M3,047/080,n/a,70,{D}
1058,Haunter,POR,49,ゴースト,M3,048/080,n/a,100,{D}
1059,Gengar,POR,50,ゲンガー,M3,049/080,n/a,130,{D}
1060,Skorupi,POR,51,スコルピ,M3,050/080,n/a,80,{D}
1061,Drapion,POR,52,ドラピオン,M3,051/080,n/a,140,{D}
1062,Yveltal ex,POR,53,イベルタルex,M3,052/080,n/a,210,{D}
1063,Chien-Pao,POR,54,パオジアン,M3,053/080,n/a,120,{D}
1064,Mega Skarmory ex,POR,55,メガエアームドex,M3,054/080,n/a,260,{M}
1065,Honedge,POR,56,ヒトツキ,M3,055/080,n/a,70,{M}
1066,Doublade,POR,57,ニダンギル,M3,056/080,n/a,100,{M}
1067,Aegislash,POR,58,ギルガルド,M3,057/080,n/a,150,{M}
1068,Klefki,POR,59,クレッフィ,M3,058/080,n/a,70,{M}
1069,Rattata,POR,60,コラッタ,M3,059/080,n/a,40,{C}
1070,Raticate,POR,61,ラッタ,M3,060/080,n/a,90,{C}
1071,Meowth ex,POR,62,ニャースex,M3,061/080,n/a,170,{C}
1072,Snorlax,POR,63,カビゴン,M3,062/080,n/a,160,{C}
1073,Bunnelby,POR,64,ホルビー,M3,063/080,n/a,70,{C}
1074,Diggersby,POR,65,ホルード,M3,064/080,n/a,150,{C}
1075,Fletchling,POR,66,ヤヤコマ,M3,065/080,n/a,60,{C}
1076,Furfrou,POR,67,トリミアン,M3,066/080,n/a,90,{C}
1077,Roto-Stick,PRE,127,ロトりぼう,PROMO,160/SV-P,n/a,n/a,n/a
1078,Hole-Digging Shovel,POR,74,あなあけスコップ,PROMO,005/M-P,n/a,n/a,n/a
1079,Rare Candy,SVI,191,ふしぎなアメ,MC,655/742,n/a,n/a,n/a
1080,Unfair Stamp,TWM,165,アンフェアスタンプ,MC,633/742,n/a,n/a,n/a
1081,Enhanced Hammer,TWM,148,改造ハンマー,M2a,148/193,n/a,n/a,n/a
1082,Hyper Aroma,TWM,152,ハイパーアロマ,MC,650/742,n/a,n/a,n/a
1083,Love Ball,,156,ラブラブボール,SV5a,058/066,n/a,n/a,n/a
1084,Boxed Order,TEF,143,おとりよせボックス,SV5K,061/071,n/a,n/a,n/a
1085,Awakening Drum,TEF,141,覚醒のドラム,MC,642/742,Ancient,n/a,n/a
1086,Buddy-Buddy Poffin,TEF,144,なかよしポフィン,MC,648/742,n/a,n/a,n/a
1087,Hand Trimmer,TEF,150,ハンドトリマー,MC,653/742,n/a,n/a,n/a
1088,Prime Catcher,TEF,157,プライムキャッチャー,MC,656/742,n/a,n/a,n/a
1089,Reboot Pod,TEF,158,リブートポッド,MC,671/742,Future,n/a,n/a
1090,Ogre’s Mask,TWM,159,鬼の仮面,MC,641/742,n/a,n/a,n/a
1091,Accompanying Flute,TWM,142,おはやし笛,SV6,091/101,n/a,n/a,n/a
1092,Secret Box,TWM,163,シークレットボックス,SV6,092/101,n/a,n/a,n/a
1093,Scoop Up Cyclone,TWM,162,ポケモン回収サイクロン,MC,664/742,n/a,n/a,n/a
1094,Bug Catching Set,TWM,143,むしとりセット,MC,667/742,n/a,n/a,n/a
1095,Dangerous Laser,SFA,58,デンジャラス光線,MC,647/742,n/a,n/a,n/a
1096,Poké Vital A,SFA,62,ポケバイタルA,MC,661/742,n/a,n/a,n/a
1097,Night Stretcher,SFA,61,夜のタンカ,MC,670/742,n/a,n/a,n/a
1098,Glass Trumpet,SCR,135,ガラスのラッパ,M2a,149/193,n/a,n/a,n/a
1099,Antique Root Fossil,SCR,130,古びたねっこの化石,SV7,090/102,Fossil,60,n/a
1100,Energy Search Pro,SSP,176,エネルギー転送PRO,SV7a,052/064,n/a,n/a,n/a
1101,Call Bell,SSP,165,おたすけベル,SV7a,053/064,n/a,n/a,n/a
1102,Dusk Ball,SSP,175,ダークボール,SV7a,054/064,n/a,n/a,n/a
1103,Meddling Memo,SSP,181,ぼうがいレター,SV7a,055/064,n/a,n/a,n/a
1104,Megaton Blower,SSP,182,メガトンブロアー,SV7a,056/064,n/a,n/a,n/a
1105,Dragon Elixir,SSP,172,竜の秘薬,MC,672/742,n/a,n/a,n/a
1106,Deduction Kit,SSP,171,推理セット,MC,645/742,n/a,n/a,n/a
1107,Scramble Switch,SSP,186,スクランブルスイッチ,MC,646/742,n/a,n/a,n/a
1108,Chill Teaser Toy,SSP,166,のんびりじゃらし,MC,649/742,n/a,n/a,n/a
1109,Miracle Headset,SSP,183,ミラクルインカム,SV8,097/106,n/a,n/a,n/a
1110,Max Rod,PRE,116,つりざおMAX,SV8a,142/187,n/a,n/a,n/a
1111,Treasure Tracker,PRE,131,トレジャーガジェット,SV8a,146/187,n/a,n/a,n/a
1112,Super Potion,JTG,158,いいきずぐすり,MC,634/742,n/a,n/a,n/a
1113,N’s PP Up,JTG,153,Nのポイントアップ,MC,635/742,n/a,n/a,n/a
1114,Redeemable Ticket,JTG,156,とりかえチケット,SV9,090/100,n/a,n/a,n/a
1115,Hop’s Bag,JTG,147,ホップのバッグ,MC,666/742,n/a,n/a,n/a
1116,Energy Switch,SVI,173,エネルギーつけかえ,MC,638/742,n/a,n/a,n/a
1117,Potion,SVI,188,きずぐすり,MC,643/742,n/a,n/a,n/a
1118,Energy Retrieval,SVI,171,エネルギー回収,MC,636/742,n/a,n/a,n/a
1119,Energy Search,SVI,172,エネルギー転送,MC,639/742,n/a,n/a,n/a
1120,Crushing Hammer,SVI,168,クラッシュハンマー,MC,644/742,n/a,n/a,n/a
1121,Ultra Ball,SVI,196,ハイパーボール,MC,651/742,n/a,n/a,n/a
1122,Pokégear 3.0,SVI,186,ポケギア3.0,MC,660/742,n/a,n/a,n/a
1123,Switch,SVI,194,ポケモンいれかえ,MC,663/742,n/a,n/a,n/a
1124,Pokémon Catcher,SVI,187,ポケモンキャッチャー,MC,665/742,n/a,n/a,n/a
1125,Master Ball,TEF,153,マスターボール,SVHM,032/053,n/a,n/a,n/a
1126,Precious Trolley,SSP,185,プレシャスキャリー,MC,658/742,n/a,n/a,n/a
1127,Tera Orb,SSP,189,テラスタルオーブ,M2a,152/193,n/a,n/a,n/a
1128,Brilliant Blender,SSP,164,パーフェクトミキサー,SVLS,014/022,n/a,n/a,n/a
1129,Sacred Ash,DRI,168,せいなるはい,M2a,150/193,n/a,n/a,n/a
1130,Arven's Sandwich,DRI,161,ペパーのサンドウィッチ,MC,659/742,n/a,n/a,n/a
1131,Team Rocket's Bother-Bot,DRI,172,ロケット団のおじゃまロボ,SV10,087/098,n/a,n/a,n/a
1132,Team Rocket's Great Ball,DRI,175,ロケット団のスーパーボール,MC,673/742,n/a,n/a,n/a
1133,Team Rocket's Venture Bomb,DRI,179,ロケット団のびっくりボム,MC,674/742,n/a,n/a,n/a
1134,Team Rocket's Transceiver,DRI,178,ロケット団のレシーバー,MC,675/742,n/a,n/a,n/a
1135,Energy Coin,BLK,81,エネルギーコイン,MC,637/742,n/a,n/a,n/a
1136,Antique Cover Fossil,BLK,80,古びたふたの化石,SV11B,080/086,Fossil,60,n/a
1137,Tool Scrapper,WHT,85,ツールスクラッパー,MA,017/043,n/a,n/a,n/a
1138,Antique Plume Fossil,WHT,79,古びたはねの化石,MC,657/742,Fossil,60,n/a
1139,Energy Recycler,DRI,164,エネルギーリサイクル,MC,640/742,n/a,n/a,n/a
1140,Iron Defender,MEG,118,アイアンディフェンダー,MC,631/742,n/a,n/a,n/a
1141,Premium Power Pro,MEG,124,パワープロテイン,MC,652/742,n/a,n/a,n/a
1142,Fighting Gong,MEG,116,ファイトゴング,MC,654/742,n/a,n/a,n/a
1143,Repel,MEG,126,むしよけスプレー,MC,668/742,n/a,n/a,n/a
1144,Strange Timepiece,MEG,128,あやしい時計,MC,632/742,n/a,n/a,n/a
1145,Mega Signal,MEG,121,メガシグナル,MBG,015/021,n/a,n/a,n/a
1146,Wondrous Patch,PFL,94,ワンダーパッチ,MBD,015/021,n/a,n/a,n/a
1147,Jumbo Ice Cream,PFL,91,ジャンボアイス,M2,073/080,n/a,n/a,n/a
1148,Blowtorch,PFL,86,ヒートバーナー,M2,074/080,n/a,n/a,n/a
1149,Energy Swatter,POR,73,エネはたき,M3,067/080,n/a,n/a,n/a
1150,Antique Jaw Fossil,POR,68,古びたアゴの化石,M3,068/080,Fossil,60,n/a
1151,Antique Sail Fossil,POR,69,古びたヒレの化石,M3,069/080,Fossil,60,n/a
1152,Poké Pad,POR,81,ポケパッド,M3,070/080,n/a,n/a,n/a
1153,Lumiose Galette,POR,78,ミアレガレット,M3,071/080,n/a,n/a,n/a
1154,Team Rocket’s Hypnotizer,ASC,206,ロケット団のさいみん装置,PROMO,267/SV-P,n/a,n/a,n/a
1155,Survival Brace,TWM,164,サバイブギプス,SV5a,059/066,n/a,n/a,n/a
1156,Lucky Helmet,TWM,158,ラッキーメット,SV5a,060/066,n/a,n/a,n/a
1157,Rescue Board,TEF,159,緊急ボード,SVN,026/045,n/a,n/a,n/a
1158,Maximum Belt,TEF,154,マキシマムベルト,MC,691/742,n/a,n/a,n/a
1159,Hero’s Cape,TEF,152,ヒーローマント,MC,687/742,n/a,n/a,n/a
1160,Heavy Baton,TEF,151,ヘビーバトン,SV5M,066/071,n/a,n/a,n/a
1161,Handheld Fan,TWM,150,ハンディサーキュレーター,SV6,095/101,n/a,n/a,n/a
1162,Binding Mochi,SFA,55,くさりもち,MC,681/742,n/a,n/a,n/a
1163,Powerglass,SFA,63,力の砂時計,MC,683/742,n/a,n/a,n/a
1164,Payapa Berry,SCR,141,ウタンのみ,MC,677/742,n/a,n/a,n/a
1165,Sparkling Crystal,SCR,142,きらめく結晶,MC,680/742,n/a,n/a,n/a
1166,Gravity Gemstone,SCR,137,重力玉,SV7,095/102,n/a,n/a,n/a
1167,Deluxe Bomb,SCR,134,デラックスボム,MC,684/742,n/a,n/a,n/a
1168,Counter Gain,SSP,169,カウンターゲイン,MC,679/742,n/a,n/a,n/a
1169,Amulet of Hope,SSP,162,希望のアミュレット,SV8,098/106,n/a,n/a,n/a
1170,Haban Berry,PRE,111,ハバンのみ,MC,686/742,n/a,n/a,n/a
1171,Hop’s Choice Band,JTG,148,ホップのこだわりハチマキ,MC,690/742,n/a,n/a,n/a
1172,Lillie’s Pearl,JTG,151,リーリエのしんじゅ,MC,692/742,n/a,n/a,n/a
1173,Cynthia's Power Weight,DRI,162,シロナのパワーウエイト,MC,682/742,n/a,n/a,n/a
1174,Air Balloon,BLK,79,ふうせん,MC,688/742,n/a,n/a,n/a
1175,Brave Bangle,WHT,80,ブレイブバングル,MC,689/742,n/a,n/a,n/a
1176,Punk Helmet,PFL,92,パンクメット,MBG,017/021,n/a,n/a,n/a
1177,Sacred Charm,PFL,93,せいなるおまもり,M2,075/080,n/a,n/a,n/a
1178,Light Ball,ASC,191,でんきだま,M2a,163/193,n/a,n/a,n/a
1179,Thick Scale,ASC,211,ぶあついうろこ,M2a,164/193,n/a,n/a,n/a
1180,Core Memory,POR,70,コアメモリ,M3,072/080,Technical Machine,n/a,n/a
1181,Billy & O'Nare,JTG,142,ビリオとネア,PROMO,170/SV-P,n/a,n/a,n/a
1182,Boss’s Orders,PAL,172,ボスの指令,MC,724/742,n/a,n/a,n/a
1183,Perrin,TWM,160,サザレ,MC,709/742,n/a,n/a,n/a
1184,Lana’s Aid,TWM,155,スイレンのお世話,MC,712/742,n/a,n/a,n/a
1185,Explorer’s Guidance,TEF,147,探検家の先導,MC,717/742,Ancient,n/a,n/a
1186,Eri,TEF,146,ビワ,SV5K,068/071,n/a,n/a,n/a
1187,Morty’s Conviction,TEF,155,マツバの確信,MC,727/742,n/a,n/a,n/a
1188,Ciphermaniac’s Codebreaking,TEF,145,暗号マニアの解読,MC,698/742,Future,n/a,n/a
1189,Salvatore,TEF,160,セイジ,MC,714/742,n/a,n/a,n/a
1190,Bianca’s Devotion,TEF,142,ベルのまごころ,MC,723/742,n/a,n/a,n/a
1191,Kieran,TWM,154,スグリ,MC,713/742,n/a,n/a,n/a
1192,Carmine,TWM,145,ゼイユ,MC,715/742,n/a,n/a,n/a
1193,Hassel,TWM,151,ハッサク,MC,721/742,n/a,n/a,n/a
1194,Colress’s Tenacity,SFA,57,アクロマの執念,SV8a,164/187,n/a,n/a,n/a
1195,Janine’s Secret Art,SFA,59,アンズの秘技,MC,699/742,n/a,n/a,n/a
1196,Cassiopeia,SFA,56,カシオペア,SV6a,061/064,n/a,n/a,n/a
1197,Xerosic’s Machinations,SFA,64,クセロシキのたくらみ,MC,705/742,n/a,n/a,n/a
1198,Crispin,SCR,133,アカマツ,MC,696/742,n/a,n/a,n/a
1199,Lacey,SCR,139,タロ,MC,716/742,n/a,n/a,n/a
1200,Kofu,SCR,138,ハイダイ,MC,720/742,n/a,n/a,n/a
1201,Briar,SCR,132,ブライア,MC,722/742,n/a,n/a,n/a
1202,Drayton,SSP,174,カキツバタ,MC,703/742,n/a,n/a,n/a
1203,Surfer,SSP,187,サーファー,MC,708/742,n/a,n/a,n/a
1204,Lisia’s Appeal,SSP,179,ルチアのアピール,MC,730/742,n/a,n/a,n/a
1205,Cyrano,SSP,170,シアノ,SV8,102/106,n/a,n/a,n/a
1206,Larry’s Skill,PRE,115,アオキの手際,MC,695/742,n/a,n/a,n/a
1207,Amarys,PRE,93,ネリネ,SV8a,173/187,n/a,n/a,n/a
1208,Iris’s Fighting Spirit,JTG,149,アイリスの闘志,MC,694/742,n/a,n/a,n/a
1209,Ruffian,JTG,157,怖いお兄さん,SV9,095/100,n/a,n/a,n/a
1210,Brock’s Scouting,JTG,146,タケシのスカウト,SV9,096/100,n/a,n/a,n/a
1211,Black Belt’s Training,PRE,96,からておうの稽古,MC,704/742,n/a,n/a,n/a
1212,Cook,TWM,147,コック,MC,706/742,n/a,n/a,n/a
1213,Judge,SVI,176,ジャッジマン,MC,711/742,n/a,n/a,n/a
1214,Emcee's Hype,DRI,163,MCの盛り上げ,SV9a,061/063,n/a,n/a,n/a
1215,Ethan's Adventure,DRI,165,ヒビキの冒険,M2a,174/193,n/a,n/a,n/a
1216,Team Rocket's Ariana,DRI,171,ロケット団のアテナ,MC,731/742,n/a,n/a,n/a
1217,Team Rocket's Archer,DRI,170,ロケット団のアポロ,MC,732/742,n/a,n/a,n/a
1218,Team Rocket's Giovanni,DRI,174,ロケット団のサカキ,MC,733/742,n/a,n/a,n/a
1219,Team Rocket's Petrel,DRI,176,ロケット団のラムダ,MC,734/742,n/a,n/a,n/a
1220,Team Rocket's Proton,DRI,177,ロケット団のランス,MC,735/742,n/a,n/a,n/a
1221,N's Plan,BLK,83,Nの筋書き,MC,701/742,n/a,n/a,n/a
1222,Fennel,BLK,82,マコモ,MC,725/742,n/a,n/a,n/a
1223,Harlequin,WHT,83,クラウン,SV11W,083/086,n/a,n/a,n/a
1224,Cheren,WHT,81,チェレン,SV11W,084/086,n/a,n/a,n/a
1225,Hilda,WHT,84,トウコ,MC,718/742,n/a,n/a,n/a
1226,Lt. Surge's Bargain,MEG,120,マチスの取引,MC,726/742,n/a,n/a,n/a
1227,Lillie's Determination,MEG,119,リーリエの決心,MC,729/742,n/a,n/a,n/a
1228,Acerola's Mischief,MEG,113,アセロラのいたずら,MC,697/742,n/a,n/a,n/a
1229,Wally's Compassion,MEG,132,ミツルの思いやり,MA,040/043,n/a,n/a,n/a
1230,Grimsley's Move,PFL,90,ギーマの一手,M2,076/080,n/a,n/a,n/a
1231,Dawn,PFL,87,ヒカリ,M2,077/080,n/a,n/a,n/a
1232,Firebreather,PFL,89,ひふきやろう,M2,078/080,n/a,n/a,n/a
1233,Canari,ASC,185,カナリィ,M2a,170/193,n/a,n/a,n/a
1234,Anthea & Concordia,ASC,182,バーベナとヘレナ,M2a,173/193,n/a,n/a,n/a
1235,Waitress,ASC,215,ウエートレス,MC,700/742,n/a,n/a,n/a
1236,Urbain,ASC,214,ガイ,MC,702/742,n/a,n/a,n/a
1237,Lucian,TWM,157,ゴヨウ,MC,707/742,n/a,n/a,n/a
1238,Tarragon,POR,85,タラゴン,M3,073/080,n/a,n/a,n/a
1239,Naveen,POR,79,ピュール,M3,074/080,n/a,n/a,n/a
1240,Rosa's Encouragement,POR,84,メイのはげまし,M3,075/080,n/a,n/a,n/a
1241,Jacinthe,POR,75,ユカリ,M3,076/080,n/a,n/a,n/a
1242,Community Center,TWM,146,公民館,SV5a,065/066,n/a,n/a,n/a
1243,Perilous Jungle,TEF,156,危険な密林,SV5K,070/071,n/a,n/a,n/a
1244,Full Metal Lab,TEF,148,フルメタルラボ,SV5M,070/071,n/a,n/a,n/a
1245,Festival Grounds,TWM,149,お祭り会場,SV8a,180/187,n/a,n/a,n/a
1246,Jamming Tower,TWM,153,ジャミングタワー,SVN,039/045,n/a,n/a,n/a
1247,Neutralization Zone,SFA,60,ニュートラルセンター,SV8a,184/187,n/a,n/a,n/a
1248,Academy at Night,SFA,54,夜のアカデミー,SV6a,064/064,n/a,n/a,n/a
1249,Grand Tree,SCR,136,偉大な大樹,SV7,101/102,n/a,n/a,n/a
1250,Area Zero Underdepths,SCR,131,ゼロの大空洞,M2a,184/193,n/a,n/a,n/a
1251,Lively Stadium,SSP,180,エキサイトスタジアム,PROMO,251/SV-P,n/a,n/a,n/a
1252,Gravity Mountain,SSP,177,グラビティーマウンテン,M2a,183/193,n/a,n/a,n/a
1253,N’s Castle,JTG,152,Nの城,M2a,181/193,n/a,n/a,n/a
1254,Levincia,JTG,150,ハッコウシティ,M2a,185/193,n/a,n/a,n/a
1255,Postwick,JTG,154,ハロンタウン,M2a,186/193,n/a,n/a,n/a
1256,Team Rocket's Watchtower,DRI,180,ロケット団の監視塔,M2a,189/193,n/a,n/a,n/a
1257,Team Rocket's Factory,DRI,173,ロケット団のファクトリー,M2a,190/193,n/a,n/a,n/a
1258,Granite Cave,DRI,166,いしのどうくつ,SVOD,018/018,n/a,n/a,n/a
1259,Spikemuth Gym,DRI,169,スパイクタウンジム,SVOM,019/019,n/a,n/a,n/a
1260,Risky Ruins,MEG,127,危ない廃墟,M1L,063/063,n/a,n/a,n/a
1261,Forest of Vitality,MEG,117,活力の森,M2a,182/193,n/a,n/a,n/a
1262,Surfing Beach,MEG,129,なみのりビーチ,M1S,062/063,n/a,n/a,n/a
1263,Mystery Garden,MEG,122,ミステリーガーデン,MBD,021/021,n/a,n/a,n/a
1264,Battle Cage,PFL,85,バトルコロシアム,M2,079/080,n/a,n/a,n/a
1265,Dizzying Valley,PFL,88,めまいの谷,M2,080/080,n/a,n/a,n/a
1266,Nighttime Mine,ASC,197,夜の鉱山,M2a,188/193,n/a,n/a,n/a
1267,Lumiose City,POR,77,ミアレシティ,M3,077/080,n/a,n/a,n/a
